,comp_interno1,comp_interno2,comp_interno4,categoria1,categoria3,comp_mixto1,comp_externo1,comp_externo2,comp_externo3,Comp_final
446,5065.85613,1,72,2,159,0.34,172.7536232,12.18040793,61,1
447,2026.342452,0,64,1,160,0.3414,358.2608696,0,79,1
448,0,1,52,2,156,0.36,35.65217391,3.533467394,13,1
449,0,1,44,2,159,0.28,28.98550725,2.872737719,112,0
450,0,0,41,1,170,0.3,0,0,-609,1
451,0,0,54,2,160,0.36994,298.5507246,5.745475438,80,1
452,759.8784195,0,45,3,159,0.33888,75.36231884,7.46911807,75,0
453,0,1,48,1,168,0.33334,263.7681159,26.14191324,92,0
454,0,0,54,2,159,0.31998,487562.2551,10.05458202,-28,0
455,1418.439716,1,51,6,161,0.33758,217.3913043,21.54553289,59,0
456,2532.928065,1,56,1,151,0.37526,127.5362319,10.97385809,41,0
457,0,1,53,3,164,0.34844,257.9710145,2.872737719,106,1
458,0,0,73,2,160,0.26,108.9855072,10.80149382,76,1
459,2127.659574,1,45,1,173,0.34486,142.0289855,14.07641482,45,1
460,0,0,47,2,151,0.35272,1830.231884,181.3932778,120,0
461,0,1,43,3,171,0.38,202.8985507,4.504452743,72,0
462,2026.342452,0,63,3,151,0.35714,536.8115942,53.20310256,90,1
464,0,1,75,2,147,0.34,414.7826087,41.10887676,127,1
465,0,1,51,1,159,0.3532,452.173913,44.81470842,16,1
466,0,1,51,1,176,0.32224,249.8550725,24.76299914,108,0
467,709.2198582,1,75,1,168,0.38,503.7681159,42.51651824,128,0
468,0,1,58,2,170,0.29606,701.4492754,69.5202528,-55,1
469,0,1,65,3,160,0.27998,333.3333333,33.03648377,51,1
470,0,1,37,1,159,0.3384,43.47826087,4.309106579,50,1
471,455.9270517,1,45,1,154,0.3225,75.36231884,7.46911807,64,1
472,0,1,67,3,151,0.33914,471.884058,46.76817007,90,1
473,0,0,60,1,160,0.30014,501.4492754,49.69836254,110,1
474,0,1,50,1,146,0.34,796.5217391,78.94283252,-22,1
475,0,1,53,3,169,0.38,349.5652174,34.64521689,132,0
476,0,1,60,2,155,0.2924,314.5217391,31.17207699,128,1
477,0,1,47,1,148,0.37,113.0434783,11.2036771,83,0
478,0,1,54,2,170,0.36718,144.9275362,0,74,0
479,20263.42452,1,67,3,166,0.32418,713.0434783,70.66934789,76,1
480,0,0,40,1,160,0.34032,0,0,60,0
481,0,1,55,2,168,0.35584,246.3768116,0,132,0
482,861.195542,1,54,4,164,0.3203,59.13043478,0.003160011,92,0
483,1013.171226,0,53,1,166,0.38,278.2608696,27.5782821,102,1
485,1215.805471,0,63,3,175,0.34942,1146.666667,19.3909796,134,1
486,0,1,43,1,158,0.34,52.17391304,0,63,0
487,2532.928065,0,56,1,168,0.28462,354.2028986,35.10485493,75,1
488,0,1,62,3,164,0.37662,88.08695652,8.730249928,92,0
489,0,1,67,3,149,0.36544,794.8376812,78.77592646,123,0
490,3039.513678,1,63,3,146,0.3039,58.84057971,5.83165757,96,0
491,506.585613,1,51,1,155,0.34,534.4927536,52.97328354,96,1
492,0,0,55,1,146,0.38,39.13043478,3.878195921,-26,1
493,0,0,49,2,151,0.37,210.1449275,6.607296754,107,1
494,0,1,59,2,156,0.36946,89.85507246,8.905486929,58,0
495,0,0,57,1,148,0.36054,304.3478261,14.3636886,66,1
496,658.5612969,0,75,1,148,0.33282,40.57971014,0,132,0
497,0,1,47,2,167,0.36,214.4927536,21.25825912,62,0
498,0,1,75,2,169,0.368,286.9565217,9.767308245,8,0
499,0,0,45,3,163,0.26158,56.52173913,5.601838552,111,1
500,0,0,74,2,154,0.36078,466.6666667,25.85463947,112,1
501,0,1,67,4,164,0.31612,634.0869565,62.84401034,87,0
502,0,1,61,1,159,0.255,1486.956522,147.371445,72,1
503,962.5126646,1,46,1,156,0.3882,181.1594203,17.95461074,129,1
504,0,1,58,4,159,0.24262,5.208695652,0,73,1
505,0,1,53,2,168,0.35302,226.0869565,22.40735421,113,0
506,0,1,49,3,177,0.36384,60.86956522,6.03274921,65,1
508,0,1,41,3,164,0.39,0,0,-609,1
509,1215.805471,1,47,2,156,0.26456,24.57971014,0,107,0
510,0,1,68,1,161,0.31666,356.5217391,35.33467394,127,0
511,2026.342452,1,54,1,170,0.37,50.14492754,0,46,0
513,0,1,44,1,159,0.34914,229.5652174,22.75208273,91,1
514,0,1,61,1,159,0.3226,91.60289855,9.078713014,127,0
516,0,1,43,1,164,0.33428,43.47826087,4.309106579,75,1
517,0,1,61,1,159,0.34,724.6376812,71.81844298,-25,1
518,861.195542,0,63,3,147,0.37254,116.173913,11.51393278,-18,1
519,0,0,46,1,172,0.34902,0,0,81,0
520,0,1,67,3,169,0.36996,150.4347826,14.3636886,-45,1
521,0,1,74,3,159,0.34,1412.463768,139.988509,96,0
522,12488.75279,1,71,2,164,0.32904,246.3768116,24.41827061,90,0
523,0,1,49,2,147,0.3372,144.9275362,14.3636886,124,0
524,1215.805471,1,75,2,171,0.36998,531.5942029,21.25825912,67,0
525,3039.513678,1,73,1,176,0.38,144.9275362,14.3636886,111,1
527,0,1,50,3,164,0.34882,226.0869565,22.40735421,113,1
528,0,1,73,1,167,0.35,1586.231884,157.2105717,119,1
529,2026.342452,1,58,2,164,0.36488,253.6231884,0,66,1
530,0,1,73,1,160,0.36924,1304.347826,129.2731974,134,0
531,0,0,48,3,147,0.32942,43.1884058,4.280379201,80,0
532,0,1,63,3,151,0.36266,1278.26087,126.6877334,127,1
533,0,0,62,1,175,0.37,1017.971014,100.8905487,119,1
534,0,1,64,3,164,0.27314,324.6376812,32.17466245,125,0
535,810.5369807,1,49,1,151,0.36918,43.47826087,4.309106579,75,1
536,0,0,58,1,146,0.35624,284.057971,28.15282965,96,0
537,0,1,47,2,164,0.32598,144.9275362,14.3636886,87,1
538,1215.805471,0,63,1,162,0.36328,278.2608696,27.5782821,128,0
539,0,0,42,2,154,0.30972,508.6956522,50.41654697,69,0
540,0,1,52,1,151,0.37,185.5072464,18.3855214,45,1
542,0,1,45,1,169,0.3647,467.2463768,46.30853203,129,0
543,0,0,66,1,175,0.368,211.884058,20.99971273,54,1
544,243.0820669,0,75,3,168,0.37,95.65217391,6.182131571,132,1
545,1215.805471,1,48,1,160,0.35998,254.2028986,25.1939098,81,0
546,0,1,51,1,152,0.36,144.9275362,4.653835105,-30,1
547,1519.756839,1,46,2,173,0.38,240.5797101,23.84372307,122,0
548,861.195542,1,48,1,150,0.34,91.5942029,9.077851192,59,0
549,4052.684904,1,75,1,166,0.25364,458.2608696,45.41798334,105,0
550,3039.513678,1,75,2,154,0.24688,411.884058,40.82160299,-35,0
551,354.6099291,0,65,3,154,0.36,84.05797101,0,121,1
552,3546.099291,1,56,1,156,0.37,1017.391304,100.8330939,63,0
553,2026.342452,0,70,1,162,0.35952,1924.347826,117.6386096,101,0
554,1925.025329,0,66,3,154,0.32942,202.8985507,20.10916403,126,0
555,0,1,73,1,146,0.24666,229.5652174,7.641482333,130,1
556,1519.756839,1,56,1,162,0.38,397.1014493,36.08158575,101,0
557,3039.513678,1,63,2,152,0.29394,86.95652174,8.618213157,-19,1
558,9625.126646,1,54,1,154,0.34034,510.1449275,50.56018386,102,0
559,1925.025329,0,52,1,162,0.32846,319.1304348,29.64665326,113,1
560,0,1,66,3,158,0.37,159.4202899,15.80005745,3,1
561,1114.488349,0,58,5,158,0.29552,1401.449275,138.8968687,99,1
562,0,1,53,3,168,0.37,579.7101449,43.09106579,86,0
563,0,1,46,1,146,0.33032,579.7101449,57.45475438,115,1
564,658.5612969,0,50,1,151,0.32758,28.98550725,0,120,0
565,2026.342452,1,70,2,156,0.37182,246.3768116,21.83280666,76,1
566,0,0,53,2,146,0.37906,286.9565217,28.44010342,111,1
567,0,1,62,2,149,0.31046,478.2608696,28.72737719,103,1
568,2532.928065,1,74,1,157,0.33362,68.80289855,0,85,0
569,1013.171226,1,40,1,164,0.38,55.07246377,5.458201666,77,1
570,2532.928065,1,75,1,163,0.255,641.7391304,56.00976731,132,0
571,1215.805471,1,54,1,175,0.29866,394.2028986,20.10916403,75,0
572,4052.684904,1,49,1,160,0.3194,779.7101449,77.27664464,72,1
573,0,1,61,3,164,0.38,434.7826087,6.03274921,89,0
574,0,1,48,1,151,0.33978,275.3623188,27.29100833,97,1
575,0,1,63,1,160,0.37,827.5362319,82.01666188,82,1
577,0,1,56,1,146,0.26452,962.3188406,95.37489227,121,1
578,709.2198582,1,64,3,159,0.35,107.2463768,10.62912956,100,1
579,1519.756839,1,46,1,166,0.38,550.7246377,54.58201666,114,1
580,0,0,49,1,168,0.34526,255.0724638,25.28009193,124,1
581,3039.513678,1,64,2,168,0.36634,1364.927536,135.2772192,59,0
582,506.585613,0,46,1,167,0.35828,152.5101449,14.3636886,53,1
583,0,1,66,1,149,0.34,414.4927536,41.08014938,123,1
585,0,1,40,1,170,0.35,0,0,85,1
586,0,1,63,2,160,0.37,434.7826087,26.42918702,40,1
587,0,1,60,1,165,0.31176,917.426087,0,129,1
590,0,0,45,1,159,0.35516,86.95652174,0.861821316,60,0
591,0,1,76,1,146,0.27176,217.3913043,17.95461074,111,0
592,3951.367781,0,75,2,163,0.37,1501.73913,148.8365412,108,0
593,2026.342452,1,64,1,169,0.32784,220.2898551,21.83280666,105,0
594,810.5369807,1,69,2,152,0.38,806.0869565,79.89083597,98,1
595,5065.85613,1,68,2,156,0.36,434.7826087,18.12697501,57,1
596,0,1,51,3,164,0.31244,147.1594203,14.5848894,120,1
597,0,1,59,3,164,0.29224,602.8985507,59.75294456,116,1
598,0,1,56,1,171,0.30666,0,0,96,1
599,1519.756839,1,53,2,171,0.35714,611.884058,60.64349325,93,1
600,1519.756839,1,75,3,169,0.35544,869.5652174,25.85463947,109,0
601,0,1,47,1,167,0.3245,434.7826087,11.77822465,44,1
602,0,1,67,3,164,0.38,0,0,97,1
603,0,1,74,1,150,0.32996,582.0289855,18.96006895,85,1
604,1823.708207,1,69,2,167,0.2591,255.0724638,25.28009193,-38,0
605,3546.099291,1,62,2,159,0.37,628.9855072,62.3384085,67,1
606,8105.369807,1,74,1,158,0.33494,582.6086957,57.74202815,84,0
607,0,0,48,1,146,0.37524,14.49275362,1.43636886,43,1
608,15197.56839,1,48,2,164,0.29242,581.4202899,57.62424591,125,0
609,0,1,49,2,156,0.2764,457.9710145,28.72737719,63,0
610,0,0,41,1,176,0.37,194.2028986,19.24734272,23,1
611,1823.708207,0,46,2,166,0.3529,103.4782609,10.25567366,28,1
612,2026.342452,1,73,1,167,0.32728,252.173913,24.99281816,106,0
613,0,0,58,2,167,0.25866,19.71014493,1.953461649,86,1
614,0,0,62,1,167,0.28074,1201.449275,119.0749785,113,0
615,0,0,51,1,148,0.26718,76.23188406,7.555300201,83,0
616,0,0,46,1,146,0.32276,162.3188406,16.08733123,113,1
617,0,1,60,2,159,0.37,452.173913,44.81470842,93,1
618,0,1,54,1,146,0.35276,1449.275362,143.636886,132,1
619,0,0,49,2,160,0.37496,220.5797101,21.86153404,81,1
620,0,1,43,2,147,0.35994,144.9275362,14.3636886,90,0
621,0,0,66,3,176,0.37,101.4492754,10.05458202,106,0
623,0,1,71,1,159,0.38,386.9565217,36.19649526,127,1
624,5065.85613,1,61,3,159,0.26892,347.826087,34.47285263,50,1
625,0,0,71,3,151,0.29458,28.98550725,2.647515082,125,1
626,0,1,57,4,164,0.28572,417.3913043,41.36742315,69,1
627,0,1,47,4,164,0.36,785.5072464,77.85119219,16,1
628,35460.99291,0,72,2,146,0.35,869.5652174,86.18213157,128,0
629,0,1,52,2,163,0.2749,176.8115942,17.52370009,106,1
630,0,1,74,2,162,0.25714,797.1014493,79.00028727,69,0
631,303.9513678,1,46,1,155,0.3217,228.9855072,22.69462798,115,0
632,0,1,53,1,167,0.2728,263.7681159,26.14191324,83,1
633,4052.684904,1,40,2,172,0.32048,107.2463768,10.62912956,66,1
634,997.9736575,1,60,1,146,0.38,197.9710145,19.62079862,66,1
635,0,1,50,1,173,0.368,156.5217391,3.921286986,132,0
636,8105.369807,1,74,2,168,0.38,354.2028986,12.06549842,124,0
637,0,1,69,3,164,0.32,942.0289855,93.36397587,132,1
638,0,0,49,1,166,0.38996,202.8985507,20.10916403,71,0
639,0,1,47,1,164,0.34,113.0434783,11.2036771,121,0
640,0,0,29,1,160,0.248,327.6811594,32.47629991,129,1
642,506.585613,1,43,1,151,0.32928,350.7246377,34.7601264,122,1
643,0,0,70,1,146,0.3447,88.76521739,8.797471991,-12,1
644,0,0,42,1,167,0.38,26.08695652,2.585463947,126,0
645,0,0,46,2,146,0.35934,116.8115942,0.861821316,71,1
646,0,0,52,1,146,0.36326,171.0144928,16.94915254,97,0
647,0,0,75,3,164,0.29348,724.6376812,57.54093651,120,0
648,1215.805471,1,43,3,173,0.36,289.8550725,20.10916403,96,1
649,1013.171226,1,71,2,156,0.36092,208.6956522,18.67279517,125,0
650,0,1,69,1,165,0.37,147.826087,14.65096237,44,0
651,0,1,44,2,170,0.34336,33.91304348,3.361103131,60,0
652,0,1,49,2,176,0.37,152.8231884,0,102,0
653,0,1,46,1,146,0.362,28.69275362,2.843723068,85,0
654,0,0,58,2,168,0.38,217.3913043,21.54553289,50,1
655,0,1,43,1,170,0.36276,57.97101449,5.745475438,85,0
656,0,1,50,1,146,0.34946,398.5507246,39.50014364,28,1
657,0,0,65,3,154,0.36078,374.4927536,37.11577133,66,0
658,1823.708207,1,61,4,154,0.30666,557.9710145,55.30020109,128,1
659,0,1,71,3,146,0.3148,328.9855072,21.54553289,103,1
660,506.585613,0,58,2,155,0.36212,14.49275362,0,131,1
661,0,0,75,2,160,0.38,1884.057971,186.7279517,89,1
662,0,0,46,2,146,0.37138,217.3913043,21.54553289,129,0
663,0,0,44,1,159,0.35052,353.6231884,22.40735421,114,1
664,0,0,44,1,146,0.36758,202.8985507,20.10916403,114,1
665,2532.928065,1,58,2,151,0.33334,1037.681159,102.8440103,132,0
666,455.9270517,0,69,3,150,0.38,627.5362319,28.72737719,120,0
667,1418.439716,1,59,1,162,0.342,57.97101449,0,90,1
668,0,0,53,2,146,0.33812,1866.956522,185.0330365,112,0
669,0,1,58,1,169,0.36,1266.666667,125.5386383,80,1
670,795.3394124,0,49,1,154,0.3131,124.6376812,12.35277219,94,1
672,8105.369807,0,60,2,168,0.38,326.0869565,32.31829934,114,0
673,1215.805471,0,75,1,158,0.36982,225.2173913,22.32117208,57,0
674,0,1,74,1,146,0.29302,144.9275362,0,127,1
675,0,1,43,1,164,0.32412,0,0,-609,1
676,607.9027356,0,46,1,175,0.37,579.7101449,57.45475438,45,1
677,0,0,46,1,168,0.33086,0,0,101,0
678,1165.14691,0,75,2,166,0.38,1364.927536,135.2772192,121,0
679,0,1,53,1,164,0.37,68.4057971,6.779661017,84,0
680,0,1,56,2,154,0.35396,1473.043478,145.9925309,113,1
681,0,0,67,1,148,0.36252,34.7826087,0,130,0
682,0,0,70,2,171,0.3687,244.6376812,24.24590635,117,1
683,1823.708207,1,51,3,164,0.29022,220.2898551,21.83280666,125,1
684,911.8541033,1,67,1,158,0.37732,62.31884058,6.176386096,113,1
685,0,1,63,4,164,0.3369,92.75362319,9.192760701,66,1
686,0,1,74,2,173,0.37,359.7101449,35.65067509,71,0
687,0,0,48,1,146,0.36592,48.69565217,3.447285263,117,1
688,0,1,45,1,164,0.34318,13.91304348,1.378914105,69,0
689,0,1,58,2,163,0.3477,724.6376812,37.34559035,86,1
690,0,1,45,2,156,0.325,197.1014493,8.330652111,100,1
691,0,1,58,1,152,0.2277,86.95652174,8.618213157,67,1
692,0,1,44,2,172,0.31428,493.3333333,48.89399598,105,0
693,0,0,67,1,146,0.36708,575.0724638,56.99511635,26,1
694,0,1,73,2,165,0.25234,1996.231884,197.8454467,100,0
695,1114.488349,0,75,1,167,0.3188,159.4202899,0,125,0
696,3850.050659,1,63,2,147,0.37604,750.1449275,74.34645217,130,1
697,0,1,66,3,167,0.38,1843.768116,182.7348463,111,1
698,0,1,45,3,164,0.34014,20.28985507,0,-608,0
699,1519.756839,1,55,2,152,0.3129,214.4927536,21.25825912,0,1
700,607.9027356,1,66,1,169,0.35894,56.52173913,5.601838552,67,1
701,0,1,50,2,173,0.37,550.7246377,8.761850043,96,0
702,0,1,70,1,163,0.39,613.0434783,60.75840276,125,0
703,2026.342452,1,50,1,149,0.36998,614.4927536,60.90203964,83,0
705,607.9027356,1,50,2,151,0.3617,165.2173913,16.374605,77,0
706,0,1,72,1,170,0.24302,493.6231884,7.900028727,53,1
707,1013.171226,1,57,1,148,0.26006,260.5797101,0,102,0
708,0,1,50,2,146,0.2825,478.2608696,47.40017236,120,1
709,0,1,70,2,159,0.38,231.884058,22.98190175,109,0
710,0,1,61,2,146,0.28044,588.4057971,58.3165757,92,0
711,0,0,59,2,159,0.3782,202.8985507,20.10916403,86,1
712,5065.85613,0,67,3,159,0.32224,0,0,-609,1
713,0,1,36,1,157,0.35984,115.942029,11.49095088,137,0
714,0,0,62,1,159,0.31012,20.28985507,0,126,1
715,2026.342452,0,59,2,171,0.28014,217.3913043,21.54553289,91,0
716,0,1,67,1,155,0.30638,434.7826087,32.17466245,76,0
717,415.4002026,1,44,1,152,0.36622,40.57971014,4.021832807,87,1
718,0,1,47,1,170,0.37,95.65217391,9.480034473,48,0
719,0,1,63,1,148,0.3626,66.37681159,0,97,1
720,1823.708207,0,51,3,160,0.28154,517.3913043,51.27836828,96,1
721,1251.266464,1,58,1,159,0.36,217.3913043,21.54553289,-15,1
722,0,1,45,2,164,0.35098,208.115942,20.62625682,121,0
723,0,1,48,2,164,0.2709,289.8550725,28.72737719,50,1
724,810.5369807,1,54,2,156,0.36792,136.2318841,13.50186728,52,0
725,0,1,49,1,164,0.31696,144.9275362,0,131,0
726,0,0,71,1,167,0.38,1326.086957,131.4277506,128,0
727,0,1,52,1,149,0.32946,173.9130435,17.23642631,92,0
728,0,1,63,2,173,0.28,434.7826087,38.27923011,98,1
729,0,1,69,1,163,0.37058,592.6376812,58.7359954,59,1
730,0,1,46,6,148,0.37152,104.3478261,4.883654122,44,0
731,0,1,72,3,148,0.33182,579.7101449,29.01465096,99,1
733,0,1,74,3,159,0.2718,86.95652174,0,115,0
734,0,1,57,1,146,0.26308,315.942029,31.31284114,85,1
736,2532.928065,0,59,2,149,0.3,862.6086957,85.49267452,75,1
737,0,1,44,4,164,0.38,0,0,-608,1
738,0,1,56,1,151,0.352,110.1449275,10.91640333,65,1
739,0,1,58,1,170,0.36718,150.7246377,14.93823614,61,1
740,1013.171226,1,60,2,151,0.37,497.1014493,49.26745188,120,0
741,1013.171226,1,55,1,153,0.36428,449.2753623,14.13386958,83,1
742,0,1,51,2,172,0.32,166.6666667,10.05458202,94,1
743,0,1,52,1,146,0.36434,579.7101449,41.08014938,116,1
744,0,1,58,1,162,0.27006,130.4347826,12.92731974,106,0
745,0,1,49,1,170,0.3124,502.0289855,49.75581729,91,0
746,0,0,71,2,148,0.3348,289.8550725,28.72737719,100,1
747,0,0,41,1,175,0.33124,132.4637681,13.12841138,42,1
748,0,1,58,2,161,0.31662,581.1594203,57.59839127,-19,1
749,0,1,47,1,164,0.34332,249.2753623,24.70554438,107,0
750,0,1,43,1,168,0.36,121.7391304,12.06549842,60,1
751,0,1,43,1,146,0.33932,21.73913043,2.154553289,35,1
752,0,0,62,1,160,0.36452,116.5217391,4.854926745,60,1
753,0,1,47,1,164,0.38,28.98550725,0,33,0
754,18237.08207,1,67,1,159,0.268,605.7971014,60.04021833,81,1
755,0,1,46,1,160,0.36998,231.884058,22.98190175,105,1
756,3039.513678,0,58,2,171,0.23968,200,14.93823614,66,1
758,0,0,47,1,146,0.38,0,0,-608,1
759,0,1,54,3,166,0.35366,326.0869565,13.55932203,91,0
760,0,1,49,2,166,0.36216,181.7391304,18.0120655,103,0
761,709.2198582,1,67,3,164,0.38,11.5942029,0,132,1
762,3039.513678,1,48,1,166,0.36406,452.173913,44.81470842,120,0
764,0,1,48,3,164,0.38,57.97101449,5.745475438,36,0
765,0,0,58,1,174,0.38,440.5797101,43.66561333,84,0
766,0,1,44,1,175,0.368,144.9275362,14.3636886,120,1
767,0,1,47,2,159,0.337,1078.26087,106.8658431,122,1
768,0,0,48,1,147,0.30552,37.68115942,2.671646079,104,0
769,0,0,51,3,169,0.34,36.52173913,3.619649526,125,1
770,0,0,49,1,160,0.30722,0,0,-609,0
771,0,1,73,5,164,0.38,351.8028986,34.86699224,100,0
772,18186.42351,1,60,2,156,0.32296,631.884058,62.62568228,107,0
773,0,1,53,1,162,0.37,1014.492754,100.5458202,65,1
774,1874.366768,1,63,1,147,0.24134,160,15.85751221,97,1
775,0,1,50,1,149,0.37,183.4782609,18.18442976,113,1
776,2026.342452,0,75,1,162,0.37,393.6231884,39.01177822,104,1
777,0,1,55,2,164,0.3795,254.2028986,25.1939098,131,0
778,0,1,52,3,173,0.32942,249.2753623,24.70554438,47,1
779,0,0,54,2,146,0.31678,35.36231884,3.504740017,131,1
780,0,1,49,2,159,0.35854,246.3768116,24.41827061,90,0
781,1013.171226,1,50,2,164,0.352,1902.608696,17.81097386,91,0
782,2431.610942,1,57,2,164,0.32328,739.1304348,73.25481184,113,1
783,0,1,54,4,164,0.29912,434.7826087,17.23642631,131,0
784,0,1,61,2,164,0.32258,327.5362319,32.31829934,114,1
785,2026.342452,0,46,3,164,0.31462,128.9855072,12.78368285,129,1
786,0,1,60,4,164,0.34,437.6811594,0,76,1
787,0,1,56,1,164,0.30416,914.4927536,90.63487504,92,0
788,0,0,46,1,146,0.25982,0,0,83,0
789,2026.342452,1,53,3,160,0.23836,348.4057971,16.83424303,103,1
790,1013.171226,1,58,2,167,0.3647,400,39.64378052,83,0
791,0,1,47,2,170,0.36152,40,0,125,1
792,0,1,65,2,146,0.37894,358.8405797,29.73283539,118,1
793,1215.805471,0,56,3,169,0.2909,426.6666667,41.22378627,94,1
795,0,0,45,1,147,0.36594,127.826087,12.66877334,80,1
796,0,1,42,2,156,0.37182,81.15942029,8.043665613,124,1
798,0,1,55,3,164,0.2307,239.1304348,23.70008618,40,0
799,0,1,50,1,160,0.33852,173.9130435,17.23642631,124,0
800,0,1,58,2,147,0.35748,86.95652174,0,115,0
801,0,0,50,2,146,0.26882,101.4492754,7.472852629,71,0
802,0,0,51,1,158,0.29878,91.30434783,9.049123815,65,1
803,0,1,39,1,160,0.31112,81.44927536,8.072392991,101,0
804,506.585613,1,57,2,156,0.36364,75.36231884,7.46911807,111,1
805,0,1,47,4,164,0.35866,318.8405797,31.60011491,110,1
806,0,0,54,3,156,0.37512,705.7971014,69.95116346,84,0
807,0,1,46,1,170,0.31708,159.4202899,15.80005745,73,0
808,10131.71226,1,75,2,156,0.3704,2069.565217,205.1134731,108,0
809,0,0,45,1,160,0.37,97.10144928,9.623671359,109,1
810,0,0,46,2,159,0.34086,1014.492754,28.72737719,76,1
811,1519.756839,0,75,1,157,0.36992,217.4144928,10.39931054,42,0
813,0,1,69,2,167,0.34804,144.9275362,14.3636886,50,1
814,1013.171226,1,50,1,146,0.33996,869.5652174,13.93277794,51,1
815,0,1,56,1,160,0.38,239.1304348,23.70008618,48,0
816,3039.513678,1,41,2,166,0.3526,28.98550725,2.872737719,111,0
817,0,1,49,1,159,0.31,713.0434783,70.66934789,125,0
818,0,0,58,3,159,0.3528,1220,120.9135306,123,0
819,0,1,45,2,156,0.36976,23.1884058,2.298190175,70,1
820,0,1,63,1,156,0.3531,286.9565217,26.86009767,-37,0
822,0,1,55,3,151,0.39,34.7826087,0.927894283,-33,1
823,8105.369807,1,72,3,159,0.36,1304.347826,66.07268026,132,0
824,1013.171226,1,51,3,147,0.31258,205.7971014,20.39643781,91,0
825,0,1,63,1,156,0.38,120.2898551,11.92186153,110,0
826,911.8541033,0,48,1,164,0.37998,82.60869565,8.187302499,44,0
827,0,0,43,1,167,0.33384,0,0,-609,1
828,759.8784195,1,45,1,175,0.37,43.47826087,3.447285263,97,1
829,5065.85613,1,75,3,166,0.366,176.8115942,17.52370009,-14,1
831,0,0,62,2,148,0.32484,352.4637681,14.3636886,85,1
833,25329.28065,1,64,1,159,0.24934,615.6521739,33.61103131,101,1
834,0,1,56,2,146,0.36126,1016.231884,100.7181844,117,0
835,0,1,50,2,170,0.32,838.2608696,83.07957483,100,1
836,4052.684904,1,49,2,177,0.275,92.75362319,9.192760701,132,0
837,0,0,62,1,176,0.36966,31.88405797,3.160011491,108,1
838,2228.976697,0,74,2,175,0.29002,478.2608696,47.40017236,88,1
839,1519.756839,1,53,2,161,0.34894,386.9565217,24.44699799,102,0
840,0,1,68,1,146,0.29626,533.0434783,13.67423154,104,0
841,0,0,48,1,146,0.29158,267.826087,26.54409652,132,0
842,0,1,38,1,151,0.38,192.173913,19.04625108,97,1
843,0,1,53,1,146,0.38,173.9130435,13.78914105,129,0
844,1013.171226,0,57,1,160,0.30244,104.057971,10.31312841,88,0
845,1519.756839,0,68,2,146,0.33986,608.6956522,43.09106579,100,1
846,0,1,52,1,160,0.36,156.5217391,15.51278368,125,1
847,506.585613,1,49,1,151,0.31398,115.942029,11.49095088,-12,1
848,1519.756839,1,52,2,176,0.32652,376.8115942,37.34559035,125,1
849,0,0,59,1,168,0.33116,246.3768116,0.861821316,101,0
850,0,1,67,2,146,0.34196,278.2608696,27.5782821,114,0
852,0,1,64,2,159,0.28928,437.6811594,43.37833956,70,0
853,0,1,70,3,160,0.33718,352.4637681,34.93249066,79,0
855,0,0,37,2,146,0.36,307.2463768,30.45101982,103,0
856,0,0,50,1,146,0.34832,60.86956522,6.03274921,131,0
857,911.8541033,1,45,1,162,0.34482,373.0434783,36.97213444,129,0
858,998.9868288,1,50,1,166,0.33904,200,19.82189026,99,0
859,0,0,45,3,152,0.3292,69.56521739,6.894570526,121,0
